COLL_NOM;COLL_SIRET;ID;TITRE;DESCRIPTION;THEME;PRODUCTEUR_NOM;PRODUCTEUR_SIRET;COUV_SPAT_MAILLE;COUV_SPAT_NOM;COUV_TEMP_DEBUT;COUV_TEMP_FIN;DATE_PUBL;FREQ_MAJ;DATE_MAJ;MOTS_CLES;LICENCE;NOMBRE_RESSOURCES;FORMAT_RESSOURCES;URL
Loire;42;osm-public_service-42;Service public de Loire (OpenStreetMap);"Services publics issus d'OpenStreetMap (amenity=embassy|public_building|townhall ou office=diplomatic|government)";Services généraux;OpenStreetMap;;Infracommunale;Loire;2008-01-01;2025-09-05;;Ponctuelle;2025-09-05;"scdl;services-generaux;mairie;hotel-de-ville;ambassade;service-public";Open Database License-ODBL;1;geojson;https://geodatamine.fr/data/public_service/-7420?format=geojson&aspoint=true&metadata=true&radius=9
